company,year,month,bookings,stays,cancellations,total_nights_stayed,total_weekend_nights_stayed,total_week_nights_stayed,average_lead_time,average_booking_changes,no_deposit,non_refund,refundable,bb,hb,fb,no_meal,parking_required,special_requests,check_out,cancelled,no_show,adr,online,offline,groups_ms,direct_ms,corporate_ms,ta_to,direct_dc,corporate_dc,gds,repeated_guests,previous_cancellations,previous_bookings,transients,transient_parties,contracts,groups,city,resort,adults,children,babies,guests
9,2016,May,1,1,0,1,0,1,5.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,42.0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0.0,0,1.0
454,2016,October,1,1,0,2,2,0,131.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,48.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.0,0,1.0
49,2015,August,5,5,0,8,0,8,0.0,0.8,5,0,0,5,0,0,0,0,2,5,0,0,51.075,5,0,0,0,0,0,5,0,0,0,0,0,3,2,0,0,5,0,7,0.0,0,7.0
153,2016,October,28,25,3,80,28,52,5.928571428571429,0.32142857142857145,28,0,0,28,0,0,0,0,0,25,2,1,105.3,0,0,0,0,0,1,0,27,0,4,0,8,28,0,0,0,28,0,29,0.0,0,29.0
222,2016,September,1,1,0,1,0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,110.0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0.0,0,1.0
219,2017,May,9,9,0,9,1,8,13.555555555555555,0.2222222222222222,9,0,0,9,0,0,0,6,15,9,0,0,101.66666666666667,0,0,0,0,9,0,0,9,0,9,8,132,9,0,0,0,9,0,9,0.0,0,9.0
31,2016,March,6,2,4,9,0,9,3.3333333333333335,0.5,6,0,0,6,0,0,0,0,2,2,1,3,38.0,0,0,0,0,6,0,0,6,0,0,0,1,6,0,0,0,0,6,6,0.0,0,6.0
NULL,2016,May,5014,3196,1818,16256,4372,11884,119.85101715197447,0.20223374551256482,4348,645,21,4042,593,5,374,278,2264,3196,1763,55,95.07258304625984,2289,1145,1120,423,22,4520,432,53,9,74,106,144,3564,1320,119,11,3416,1598,9375,399.0,31,9805.0
59,2017,June,1,0,1,1,0,1,74.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,96.3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
116,2017,March,3,3,0,6,2,4,8.0,0.3333333333333333,3,0,0,3,0,0,0,2,0,3,0,0,66.16666666666667,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,1,2,3,0.0,0,3.0
178,2017,June,1,1,0,2,0,2,1.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,75.0,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1,1,0.0,0,1.0
88,2015,October,1,1,0,1,0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,48.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
331,2017,March,9,9,0,10,1,9,8.555555555555555,0.1111111111111111,9,0,0,9,0,0,0,0,0,9,0,0,37.2,0,0,0,0,9,0,1,8,0,5,0,13,9,0,0,0,0,9,9,0.0,0,9.0
419,2016,July,1,1,0,1,0,1,2.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,246.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2.0,0,4.0
184,2016,November,1,1,0,1,1,0,3.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,43.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
146,2017,January,1,1,0,1,0,1,6.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,43.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
159,2017,February,3,3,0,6,0,6,3.0,0.0,3,0,0,3,0,0,0,0,3,3,0,0,35.0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0.0,0,3.0
14,2016,January,2,1,1,2,0,2,1.0,0.5,2,0,0,1,0,0,1,0,0,1,0,1,101.0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,5,0.0,0,5.0
279,2016,December,3,0,3,0,0,0,0.0,0.0,3,0,0,0,0,0,3,0,0,0,3,0,,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0.0,0,0.0
110,2015,July,4,2,2,5,0,5,0.75,0.0,4,0,0,4,0,0,0,1,3,2,2,0,105.25999999999999,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,4,8,0.0,0,8.0
178,2016,December,3,2,1,1,0,1,0.3333333333333333,0.0,3,0,0,3,0,0,0,0,0,2,1,0,4.0,0,0,0,1,2,0,1,2,0,1,0,1,3,0,0,0,0,3,3,0.0,0,3.0
135,2016,December,1,1,0,1,0,1,2.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,36.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0.0,0,1.0
52,2016,October,2,2,0,2,0,2,1.0,0.0,2,0,0,2,0,0,0,0,0,2,0,0,45.0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0.0,0,2.0
507,2017,February,23,23,0,49,23,26,10.347826086956522,0.43478260869565216,23,0,0,0,0,0,23,0,0,23,0,0,91.83673469387755,0,0,22,0,0,0,0,23,0,0,0,0,0,23,0,0,0,23,51,0.0,0,51.0
460,2017,April,1,1,0,5,2,3,7.0,1.0,1,0,0,0,0,0,1,0,1,1,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0.0
204,2016,July,5,3,2,6,0,6,5.6,0.6,5,0,0,5,0,0,0,0,10,3,2,0,73.0,0,0,0,0,5,0,0,5,0,0,0,56,5,0,0,0,0,5,5,0.0,0,5.0
20,2017,April,2,1,1,5,2,3,16.5,0.0,2,0,0,2,0,0,0,0,1,1,1,0,45.0,0,0,0,0,2,0,0,2,0,1,0,3,2,0,0,0,0,2,2,0.0,0,2.0
110,2016,January,4,4,0,11,2,9,0.0,0.25,4,0,0,2,2,0,0,0,2,4,0,0,39.45454545454545,0,0,0,2,2,0,2,2,0,3,0,4,2,2,0,0,0,4,5,0.0,0,5.0
113,2016,September,1,1,0,1,0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,65.0,0,0,0,0,1,0,0,1,0,1,1,4,1,0,0,0,0,1,1,0.0,0,1.0
92,2016,May,2,2,0,2,1,1,1.0,0.0,2,0,0,2,0,0,0,0,0,2,0,0,42.0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,2,2,0.0,0,2.0
422,2016,July,1,1,0,7,2,5,34.0,0.0,1,0,0,0,1,0,0,1,1,1,0,0,253.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
279,2017,April,4,0,4,0,0,0,0.0,0.0,4,0,0,0,0,0,4,0,0,0,4,0,,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0.0,0,0.0
72,2016,January,4,4,0,4,2,2,1.25,0.0,4,0,0,4,0,0,0,0,3,4,0,0,41.0,0,0,0,1,3,0,1,3,0,2,3,5,4,0,0,0,4,0,5,0.0,0,5.0
40,2017,March,4,2,2,5,5,0,54.5,0.5,4,0,0,3,0,0,1,2,0,2,2,0,40.2,0,0,0,0,4,0,0,4,0,4,4,38,4,0,0,0,4,0,3,0.0,0,3.0
379,2016,November,1,1,0,4,2,2,11.0,0.0,1,0,0,1,0,0,0,0,2,1,0,0,89.89,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1.0
178,2016,April,1,1,0,1,0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,42.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
269,2016,April,2,2,0,4,0,4,5.0,0.5,2,0,0,2,0,0,0,1,0,2,0,0,49.5,0,0,0,0,2,0,0,2,0,0,0,5,2,0,0,0,0,2,2,0.0,0,2.0
398,2016,March,1,1,0,1,0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,43.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
174,2016,October,12,12,0,18,10,8,17.333333333333332,0.4166666666666667,12,0,0,12,0,0,0,0,0,12,0,0,94.0,0,0,0,0,12,0,0,12,0,2,0,2,9,3,0,0,12,0,12,0.0,0,12.0
483,2017,May,2,2,0,2,0,2,4.0,0.0,2,0,0,2,0,0,0,0,0,2,0,0,144.0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,2,0.0,0,2.0
135,2017,June,3,3,0,4,3,1,3.3333333333333335,0.0,3,0,0,3,0,0,0,1,3,3,0,0,76.75,0,0,0,0,3,0,0,3,0,1,2,17,3,0,0,0,0,3,3,0.0,0,3.0
39,2016,November,1,1,0,2,0,2,20.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,40.0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0.0,0,1.0
401,2016,April,1,1,0,1,0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,45.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0.0,0,1.0
232,2016,May,1,1,0,1,0,1,4.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,57.0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,0,1.0
487,2016,December,1,1,0,1,0,1,141.0,0.0,1,0,0,0,1,0,0,0,1,1,0,0,64.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0.0,0,2.0
305,2016,September,1,1,0,2,0,2,0.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,90.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
223,2017,April,74,70,4,332,33,299,154.67567567567568,2.135135135135135,74,0,0,74,0,0,0,17,12,70,3,1,53.25,0,0,74,0,0,73,0,1,0,1,0,3,0,74,0,0,0,74,126,3.0,0,129.0
204,2016,May,1,1,0,1,0,1,1.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,50.0,0,0,0,0,1,0,0,1,0,0,0,16,1,0,0,0,0,1,1,0.0,0,1.0
51,2016,February,1,1,0,3,1,2,3.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,107.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0,1.0
365,2016,January,1,1,0,1,0,1,5.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,30.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
378,2017,January,1,1,0,4,1,3,5.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,35.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0.0,0,1.0
331,2017,June,1,1,0,1,0,1,17.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,75.0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0.0,0,1.0
40,2016,September,40,38,2,79,22,57,31.625,0.475,40,0,0,40,0,0,0,12,11,38,0,2,66.20253164556962,0,0,0,0,40,0,0,40,0,35,39,377,39,0,0,1,40,0,42,0.0,0,42.0
91,2015,December,1,1,0,1,0,1,14.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,79.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1.0
216,2016,October,3,3,0,8,1,7,0.3333333333333333,0.0,3,0,0,3,0,0,0,0,0,3,0,0,116.0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0.0,0,4.0
135,2017,March,9,8,1,9,4,5,3.4444444444444446,0.0,9,0,0,9,0,0,0,6,5,8,1,0,35.77777777777778,0,0,0,2,7,0,1,8,0,2,2,20,9,0,0,0,0,9,9,0.0,0,9.0
43,2017,April,3,3,0,6,0,6,0.3333333333333333,0.0,3,0,0,3,0,0,0,0,0,3,0,0,45.0,0,0,0,0,3,0,0,3,0,1,0,4,3,0,0,0,0,3,3,0.0,0,3.0
165,2017,January,1,1,0,1,0,1,1.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,35.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
390,2017,March,2,2,0,3,1,2,5.5,0.5,2,0,0,2,0,0,0,0,2,2,0,0,35.0,0,0,0,0,2,0,0,2,0,2,0,17,2,0,0,0,0,2,2,0.0,0,2.0
83,2017,February,2,2,0,5,2,3,3.0,0.0,2,0,0,2,0,0,0,0,0,2,0,0,35.0,0,0,0,0,2,0,0,2,0,2,0,2,2,0,0,0,0,2,2,0.0,0,2.0
223,2016,April,2,2,0,2,0,2,1.0,0.0,1,1,0,2,0,0,0,0,0,2,0,0,60.0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2,3,0.0,0,3.0
207,2016,November,1,1,0,2,1,1,3.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,33.0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,1,0.0,0,1.0
9,2015,July,1,1,0,1,0,1,2.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,114.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
290,2016,May,1,1,0,1,0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,63.0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0.0,0,1.0
154,2016,October,2,2,0,2,0,2,17.0,0.0,2,0,0,2,0,0,0,0,0,2,0,0,39.0,0,0,0,0,2,0,0,2,0,2,0,12,2,0,0,0,0,2,2,0.0,0,2.0
154,2017,March,5,5,0,13,3,10,12.2,0.4,5,0,0,5,0,0,0,0,0,5,0,0,36.92307692307692,0,0,0,0,5,0,0,5,0,4,0,58,5,0,0,0,0,5,6,0.0,0,6.0
59,2017,March,1,1,0,1,0,1,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,81.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
65,2015,September,1,1,0,4,2,2,18.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,190.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1.0
40,2016,July,43,39,4,65,28,37,14.162790697674419,0.3488372093023256,43,0,0,43,0,0,0,8,17,39,3,1,66.81538461538462,0,0,0,0,43,0,0,43,0,25,31,323,36,7,0,0,43,0,50,0.0,0,50.0
435,2017,February,2,1,1,4,0,4,1.0,0.5,2,0,0,2,0,0,0,0,0,1,1,0,85.5,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,3,0.0,0,3.0
45,2015,November,7,6,1,6,0,6,0.42857142857142855,0.0,7,0,0,7,0,0,0,0,3,6,1,0,0.0,0,0,0,0,0,0,7,0,0,5,3,37,7,0,0,0,7,0,8,0.0,0,8.0
45,2016,November,1,1,0,1,1,0,5.0,0.0,1,0,0,1,0,0,0,1,1,1,0,0,47.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1.0,0,2.0
179,2016,December,1,1,0,2,1,1,12.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,79.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1.0
47,2017,June,2,2,0,3,1,2,5.0,0.0,2,0,0,2,0,0,0,0,0,2,0,0,75.0,0,0,0,0,2,0,0,2,0,1,0,3,2,0,0,0,0,2,2,0.0,0,2.0
154,2016,September,4,4,0,6,0,6,60.25,0.5,4,0,0,4,0,0,0,1,0,4,0,0,83.10000000000001,0,0,0,1,3,0,0,4,0,3,0,29,4,0,0,0,0,4,5,0.0,0,5.0
457,2016,November,1,1,0,1,0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,35.0,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0,0,0,1,1,0.0,0,1.0
9,2016,January,1,1,0,1,1,0,3.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,30.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0.0,0,1.0
378,2017,March,1,1,0,4,1,3,6.0,0.0,1,0,0,1,0,0,0,0,1,1,0,0,35.0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0.0,0,1.0
447,2017,January,1,1,0,2,1,1,0.0,2.0,1,0,0,1,0,0,0,1,1,1,0,0,36.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,2,0.0,0,2.0
219,2016,March,7,6,1,7,1,6,2.142857142857143,0.0,7,0,0,7,0,0,0,2,1,6,1,0,84.14285714285714,0,0,0,0,7,0,1,6,0,2,0,2,7,0,0,0,7,0,7,0.0,0,7.0
91,2015,November,3,3,0,7,1,6,7.0,0.0,3,0,0,3,0,0,0,0,3,3,0,0,79.0,0,0,0,0,3,0,3,0,0,0,0,1,3,0,0,0,3,0,3,0.0,0,3.0
107,2015,December,4,4,0,12,0,12,26.75,0.0,4,0,0,4,0,0,0,0,0,4,0,0,80.0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,4,0.0,0,4.0
NULL,2017,February,3803,2490,1313,12258,3527,8731,58.44543781225348,0.19247962135156454,3475,328,0,2890,347,4,562,212,2545,2490,1235,78,79.18278593571524,2202,410,579,586,13,3172,599,18,14,141,15,323,3269,481,24,29,2428,1375,7007,468.0,32,7507.0
53,2016,March,2,1,1,2,2,0,3.0,0.0,2,0,0,2,0,0,0,0,0,1,0,1,40.0,0,0,0,0,2,0,0,2,0,0,1,2,2,0,0,0,0,2,2,0.0,0,2.0
275,2016,July,3,2,1,12,5,7,3.6666666666666665,0.3333333333333333,3,0,0,3,0,0,0,0,1,2,1,0,136.7875,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0.0,0,4.0
330,2016,November,1,1,0,1,1,0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,84.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1.0
220,2017,March,2,2,0,14,4,10,2.0,0.0,2,0,0,2,0,0,0,0,0,2,0,0,60.0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0.0,0,2.0
14,2017,April,2,2,0,4,1,3,13.0,0.0,2,0,0,0,2,0,0,2,4,2,0,0,261.25,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,4,3.0,0,7.0
270,2017,January,5,4,1,10,1,9,1.6,0.4,5,0,0,5,0,0,0,0,2,4,1,0,36.0,0,0,0,0,5,0,0,5,0,4,1,18,5,0,0,0,0,5,6,0.0,0,6.0
200,2015,September,1,1,0,1,0,1,5.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,134.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0.0,0,1.0
99,2016,January,3,3,0,7,2,5,5.0,0.6666666666666666,3,0,0,3,0,0,0,0,0,3,0,0,33.42857142857143,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0.0,0,3.0
61,2016,April,1,1,0,1,0,1,5.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,56.0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0.0,0,1.0
6,2016,April,1,1,0,2,0,2,2.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,39.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
83,2016,November,1,1,0,3,1,2,3.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,30.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
277,2017,April,2,2,0,6,2,4,4.0,0.0,2,0,0,0,2,0,0,0,2,2,0,0,59.330000000000005,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0.0,0,2.0
219,2016,July,15,12,3,15,0,15,47.93333333333333,0.06666666666666667,15,0,0,15,0,0,0,1,1,12,3,0,80.6,0,0,0,0,15,0,0,15,0,2,0,3,3,12,0,0,15,0,15,0.0,0,15.0
197,2017,April,35,0,35,105,0,105,69.6,0.0,0,35,0,35,0,0,0,0,0,0,35,0,85.0,0,0,0,0,35,0,0,35,0,0,0,0,35,0,0,0,35,0,35,0.0,0,35.0
219,2017,January,8,8,0,12,1,11,8.625,0.375,8,0,0,8,0,0,0,5,15,8,0,0,85.25,0,0,0,0,8,0,0,8,0,8,7,82,8,0,0,0,8,0,9,0.0,0,9.0
396,2017,February,16,16,0,26,0,26,15.5625,1.75,16,0,0,16,0,0,0,0,0,16,0,0,84.42307692307692,0,0,16,0,0,16,0,0,0,0,0,0,0,16,0,0,16,0,20,0.0,0,20.0
492,2017,July,1,1,0,1,0,1,1.0,0.0,1,0,0,1,0,0,0,0,1,1,0,0,95.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
338,2016,September,1,1,0,2,0,2,8.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,68.0,0,0,0,0,1,0,0,1,0,1,0,6,1,0,0,0,0,1,1,0.0,0,1.0
94,2017,June,2,2,0,2,2,0,3.0,0.0,2,0,0,2,0,0,0,1,0,2,0,0,75.0,0,0,0,0,2,0,0,2,0,2,0,4,1,0,0,1,0,2,2,0.0,0,2.0
83,2016,May,1,1,0,1,1,0,6.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,42.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
72,2015,November,2,2,0,4,0,4,1.5,1.5,2,0,0,2,0,0,0,0,2,2,0,0,57.0,0,0,0,1,1,0,1,1,0,2,0,1,2,0,0,0,2,0,3,2.0,0,5.0
213,2016,March,1,1,0,2,0,2,22.0,2.0,1,0,0,1,0,0,0,0,0,1,0,0,89.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0,1.0
72,2016,August,2,2,0,12,4,8,15.5,0.0,2,0,0,2,0,0,0,0,3,2,0,0,95.0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,2,0,4,1.0,1,6.0
82,2017,March,2,2,0,2,2,0,11.5,0.0,2,0,0,2,0,0,0,0,0,2,0,0,35.0,0,0,0,0,2,0,0,2,0,1,1,8,2,0,0,0,0,2,2,0.0,0,2.0
103,2017,April,1,1,0,2,0,2,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,45.0,0,0,0,0,1,0,0,1,0,0,0,7,1,0,0,0,0,1,1,0.0,0,1.0
212,2016,March,1,1,0,2,1,1,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,55.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
167,2016,December,1,1,0,1,1,0,3.0,0.0,1,0,0,1,0,0,0,0,2,1,0,0,30.0,0,0,0,0,1,1,0,0,0,1,0,5,1,0,0,0,0,1,1,0.0,0,1.0
118,2016,November,1,1,0,1,1,0,3.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,30.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
411,2017,January,1,1,0,1,0,1,0.0,0.0,1,0,0,1,0,0,0,1,2,1,0,0,75.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0.0,0,1.0
106,2016,July,2,2,0,7,2,5,53.0,1.0,2,0,0,2,0,0,0,0,1,2,0,0,94.70714285714287,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,4,0.0,0,4.0
383,2016,February,1,0,1,0,0,0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0
292,2016,November,1,1,0,2,1,1,24.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,34.5,0,0,0,1,0,0,0,1,0,0,1,7,1,0,0,0,0,1,1,0.0,0,1.0
287,2015,October,1,1,0,1,0,1,2.0,2.0,1,0,0,1,0,0,0,1,1,1,0,0,82.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
355,2016,June,1,1,0,1,1,0,5.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,65.0,0,0,0,0,1,0,0,1,0,1,0,4,1,0,0,0,0,1,2,0.0,0,2.0
309,2016,September,1,0,1,1,0,1,2.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,169.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1.0
284,2016,August,1,1,0,2,1,1,15.0,0.0,1,0,0,1,0,0,0,1,1,1,0,0,84.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
94,2015,November,12,7,5,21,8,13,16.916666666666668,0.25,12,0,0,12,0,0,0,2,0,7,0,5,25.0,0,0,0,0,12,0,0,12,0,2,1,6,12,0,0,0,0,12,12,0.0,0,12.0
120,2015,November,1,1,0,2,0,2,1.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,44.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0.0,0,1.0
116,2017,June,1,1,0,1,0,1,3.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,75.0,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,1,1,0.0,0,1.0
278,2015,November,1,1,0,2,0,2,0.0,2.0,1,0,0,1,0,0,0,1,0,1,0,0,40.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.0,0,1.0
297,2017,March,1,1,0,1,0,1,6.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,35.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0.0,0,1.0
140,2015,December,1,1,0,2,0,2,22.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,95.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0,1.0
113,2015,December,3,3,0,6,1,5,10.666666666666666,0.0,3,0,0,3,0,0,0,1,1,3,0,0,33.666666666666664,0,0,0,1,2,0,1,2,0,0,0,4,3,0,0,0,0,3,4,0.0,0,4.0
9,2017,February,1,1,0,1,1,0,10.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,35.0,0,0,0,0,1,0,0,1,0,1,1,5,1,0,0,0,0,1,1,0.0,0,1.0
16,2015,November,2,2,0,2,2,0,0.0,0.0,2,0,0,2,0,0,0,1,0,2,0,0,38.0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0.0,0,2.0
92,2016,June,2,2,0,2,0,2,21.0,0.0,2,0,0,2,0,0,0,0,0,2,0,0,63.0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0.0,0,2.0
356,2016,November,1,1,0,4,1,3,93.0,0.0,1,0,0,1,0,0,0,1,1,1,0,0,161.15,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
