agent,year,month,bookings,stays,cancellations,total_nights_stayed,total_weekend_nights_stayed,total_week_nights_stayed,average_lead_time,average_booking_changes,no_deposit,non_refund,refundable,bb,hb,fb,no_meal,parking_required,special_requests,check_out,cancelled,no_show,adr,online,offline,groups_ms,direct_ms,corporate_ms,ta_to,direct_dc,corporate_dc,gds,repeated_guests,previous_cancellations,previous_bookings,transients,transient_parties,contracts,groups,city,resort,adults,children,babies,guests
133,2016,May,21,18,3,42,42,0,81.0,0.047619047619047616,21,0,0,21,0,0,0,0,17,18,3,0,87.85714285714286,0,0,21,0,0,21,0,0,0,0,0,0,0,21,0,0,21,0,42,0.0,0,42.0
83,2016,May,20,17,3,71,28,43,70.05,0.05,20,0,0,16,1,0,3,0,7,17,3,0,102.94084507042254,0,20,0,0,0,20,0,0,0,0,0,0,15,4,1,0,20,0,36,1.0,0,37.0
14,2016,October,147,116,31,455,141,314,71.14965986394557,0.3877551020408163,147,0,0,133,4,0,10,13,59,116,30,1,133.73182417582413,0,0,0,147,0,0,147,0,0,1,0,0,143,4,0,0,147,0,266,23.0,1,290.0
85,2017,March,38,30,8,120,35,85,47.6578947368421,0.15789473684210525,38,0,0,34,0,0,4,0,16,30,8,0,75.10433333333332,8,30,0,0,0,37,1,0,0,1,1,0,38,0,0,0,38,0,65,1.0,1,67.0
213,2016,March,1,1,0,2,0,2,22.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,89.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0,1.0
94,2017,June,2,2,0,4,2,2,3.0,0.5,2,0,0,2,0,0,0,0,6,2,0,0,72.5,0,2,0,0,0,2,0,0,0,2,2,19,1,0,0,1,2,0,3,0.0,0,3.0
79,2016,September,5,5,0,25,9,16,102.4,0.2,5,0,0,4,0,0,1,0,1,5,0,0,96.60959999999999,1,4,0,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,10,0.0,0,10.0
427,2017,February,1,1,0,4,1,3,10.0,0.0,1,0,0,0,1,0,0,0,2,1,0,0,233.75,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2.0,1,5.0
142,2015,September,43,36,7,300,85,215,102.34883720930233,0.11627906976744186,43,0,0,30,13,0,0,5,18,36,7,0,84.88856666666668,0,43,0,0,0,43,0,0,0,0,1,0,14,0,28,1,0,43,82,2.0,0,84.0
146,2016,July,2,1,1,2,0,2,13.0,2.0,2,0,0,2,0,0,0,0,0,1,1,0,65.0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0.0,0,2.0
126,2016,July,1,1,0,1,0,1,39.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,132.0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,2,0.0,0,2.0
36,2015,August,7,7,0,68,24,44,74.28571428571429,0.14285714285714285,7,0,0,7,0,0,0,2,2,7,0,0,112.13117647058823,0,7,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,14,0.0,0,14.0
339,2015,November,2,2,0,3,0,3,0.5,0.0,2,0,0,1,1,0,0,0,0,2,0,0,37.666666666666664,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,4,0.0,0,4.0
8,2017,April,66,36,30,216,53,163,121.39393939393939,0.10606060606060606,66,0,0,44,0,0,22,0,56,36,30,0,135.14226851851853,64,2,0,0,0,66,0,0,0,0,0,0,64,2,0,0,64,2,133,15.0,0,148.0
103,2017,April,6,5,1,10,2,8,2.1666666666666665,0.0,6,0,0,6,0,0,0,0,0,5,1,0,102.75,0,6,0,0,0,6,0,0,0,1,0,1,4,2,0,0,6,0,6,0.0,0,6.0
58,2017,May,44,1,43,144,19,125,198.95454545454547,0.022727272727272728,1,43,0,43,0,0,1,0,0,1,43,0,114.90347222222223,0,32,12,0,0,44,0,0,0,0,0,0,44,0,0,0,44,0,88,0.0,0,88.0
52,2017,April,2,2,0,8,4,4,80.0,1.0,2,0,0,2,0,0,0,0,0,2,0,0,100.1,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,4,0.0,0,4.0
354,2017,August,1,1,0,4,0,4,177.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,121.77,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
2,2015,September,15,15,0,166,50,116,171.26666666666668,0.0,15,0,0,10,5,0,0,0,2,15,0,0,65.42259036144577,0,15,0,0,0,15,0,0,0,0,0,0,3,0,12,0,0,15,28,0.0,0,28.0
15,2015,September,31,26,5,118,54,64,204.7741935483871,0.5161290322580645,31,0,0,26,5,0,0,2,8,26,5,0,46.79745762711864,7,0,24,0,0,31,0,0,0,0,0,0,4,26,0,1,7,24,59,0.0,0,59.0
250,2017,March,98,80,18,324,86,238,40.734693877551024,0.3979591836734694,98,0,0,90,8,0,0,20,71,80,15,3,74.853487654321,0,0,0,98,0,5,93,0,0,10,0,22,80,11,0,7,0,98,178,6.0,3,187.0
146,2016,October,2,2,0,2,0,2,13.0,0.0,2,0,0,2,0,0,0,1,0,2,0,0,39.0,0,2,0,0,0,2,0,0,0,2,0,3,1,0,0,1,0,2,2,0.0,0,2.0
163,2016,June,2,2,0,23,7,16,146.5,0.0,2,0,0,1,1,0,0,0,0,2,0,0,85.18260869565218,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,4,0.0,0,4.0
256,2016,July,1,1,0,5,0,5,63.0,0.0,1,0,0,1,0,0,0,0,2,1,0,0,131.75,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1.0,0,3.0
37,2016,November,6,6,0,10,5,5,2.5,0.16666666666666666,6,0,0,5,0,0,1,0,5,6,0,0,140.0,0,0,6,0,0,6,0,0,0,1,0,0,6,0,0,0,6,0,5,0.0,0,5.0
242,2016,January,13,8,5,68,18,50,34.76923076923077,0.15384615384615385,13,0,0,9,4,0,0,2,10,8,4,1,56.91617647058823,13,0,0,0,0,13,0,0,0,0,0,0,12,0,0,1,0,13,25,0.0,0,25.0
38,2016,February,55,27,28,110,30,80,106.6,0.12727272727272726,30,25,0,0,0,52,3,0,0,27,28,0,64.65454545454546,0,0,53,0,0,30,25,0,0,0,0,0,25,30,0,0,0,55,107,2.0,0,109.0
95,2017,March,4,3,1,22,6,16,36.75,0.0,4,0,0,3,1,0,0,0,2,3,1,0,47.71136363636364,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,8,0.0,1,9.0
314,2017,May,29,23,6,187,62,125,145.6551724137931,0.4827586206896552,29,0,0,22,4,2,1,0,8,23,6,0,90.68208556149732,29,0,0,0,0,29,0,0,0,0,0,0,25,4,0,0,0,29,58,3.0,0,61.0
432,2016,September,1,1,0,7,2,5,247.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,73.47,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
306,2016,December,1,1,0,4,2,2,1.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,27.6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
479,2017,August,7,7,0,54,14,40,111.0,0.2857142857142857,7,0,0,0,7,0,0,0,11,7,0,0,161.1975925925926,0,7,0,0,0,7,0,0,0,0,0,0,6,0,0,1,0,7,15,1.0,0,16.0
10,2015,July,1,0,1,8,3,5,96.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,80.7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1.0
98,2016,October,50,0,50,150,0,150,279.0,0.0,0,50,0,50,0,0,0,0,0,0,50,0,110.0,0,50,0,0,0,50,0,0,0,0,0,0,50,0,0,0,50,0,100,0.0,0,100.0
138,2017,August,15,13,2,69,17,52,145.46666666666667,0.0,15,0,0,13,0,0,2,0,12,13,2,0,77.62173913043478,0,15,0,0,0,15,0,0,0,0,0,0,15,0,0,0,15,0,30,0.0,2,32.0
173,2016,August,5,5,0,35,10,25,201.6,0.0,5,0,0,5,0,0,0,0,0,5,0,0,71.4,0,5,0,0,0,5,0,0,0,0,0,0,2,3,0,0,5,0,9,0.0,0,9.0
22,2017,January,11,11,0,44,13,31,29.90909090909091,0.18181818181818182,11,0,0,5,6,0,0,0,3,11,0,0,89.75568181818181,0,11,0,0,0,11,0,0,0,0,0,0,11,0,0,0,11,0,20,4.0,0,24.0
42,2017,January,3,3,0,10,4,6,33.0,0.0,3,0,0,2,0,0,1,0,3,3,0,0,71.0,1,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,6,0.0,0,6.0
157,2017,May,4,4,0,4,0,4,11.0,0.0,4,0,0,4,0,0,0,0,0,4,0,0,104.0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,4,0.0,0,4.0
142,2015,October,29,1,28,201,57,144,259.41379310344826,0.0,29,0,0,2,27,0,0,0,0,1,28,0,61.78855721393032,0,4,25,0,0,29,0,0,0,0,25,1,3,25,1,0,0,29,56,0.0,0,56.0
146,2016,April,14,13,1,14,1,13,2.5714285714285716,0.35714285714285715,14,0,0,14,0,0,0,4,0,13,1,0,49.642857142857146,0,3,11,0,0,14,0,0,0,1,0,6,5,9,0,0,0,14,21,0.0,0,21.0
69,2016,August,7,6,1,71,20,51,200.85714285714286,0.42857142857142855,7,0,0,2,5,0,0,1,1,6,1,0,111.87774647887323,0,7,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,15,0.0,0,15.0
240,2016,September,548,317,231,2320,686,1634,116.19525547445255,0.2645985401459854,548,0,0,504,44,0,0,115,523,317,231,0,126.32417241379319,531,17,0,0,0,547,0,1,0,2,0,6,495,52,0,1,17,531,1076,123.0,15,1214.0
273,2016,October,69,62,7,493,145,348,302.3333333333333,0.43478260869565216,59,0,10,44,24,0,1,0,3,62,7,0,60.675111561866146,0,0,69,0,0,0,69,0,0,0,0,4,1,67,0,1,0,69,115,0.0,1,116.0
126,2016,November,2,2,0,2,0,2,7.5,0.5,2,0,0,2,0,0,0,2,0,2,0,0,35.5,0,2,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,2,2,0.0,0,2.0
181,2015,December,1,1,0,3,0,3,44.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,163.48,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
95,2016,March,11,11,0,53,11,42,18.454545454545453,0.18181818181818182,11,0,0,7,4,0,0,0,1,11,0,0,36.18867924528302,0,11,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,11,21,0.0,0,21.0
426,2016,August,3,3,0,18,6,12,50.0,1.0,3,0,0,0,3,0,0,0,0,3,0,0,238.72333333333336,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,6,0.0,0,6.0
451,2016,October,1,1,0,2,0,2,14.0,2.0,1,0,0,1,0,0,0,1,0,1,0,0,51.9,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
253,2016,December,17,17,0,34,0,34,71.6470588235294,0.7058823529411765,17,0,0,17,0,0,0,0,13,17,0,0,47.51764705882352,0,0,16,0,0,17,0,0,0,0,0,0,0,17,0,0,0,17,30,0.0,0,30.0
16,2015,November,6,6,0,24,4,20,41.833333333333336,0.5,6,0,0,6,0,0,0,0,3,6,0,0,52.442083333333336,0,6,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,13,0.0,0,13.0
9,2017,February,1220,699,521,4329,1253,3076,56.230327868852456,0.1680327868852459,1220,0,0,783,52,0,385,23,1121,699,513,8,101.14630399630413,1220,0,0,0,0,1220,0,0,0,12,0,37,1210,6,0,4,1220,0,2436,196.0,7,2639.0
83,2017,May,25,20,5,81,20,61,112.16,0.6,25,0,0,16,3,0,6,0,6,20,5,0,112.73703703703704,24,0,0,0,0,25,0,0,0,1,0,2,25,0,0,0,25,0,48,3.0,0,51.0
155,2016,December,2,2,0,4,1,3,42.5,0.0,2,0,0,2,0,0,0,0,3,2,0,0,110.0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,4,0.0,0,4.0
404,2017,February,1,1,0,5,1,4,28.0,0.0,1,0,0,0,1,0,0,0,1,1,0,0,284.2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,2.0,0,5.0
240,2015,August,594,377,217,2887,815,2072,74.003367003367,0.1750841750841751,594,0,0,457,137,0,0,69,677,377,216,1,166.63799099411156,592,0,0,2,0,594,0,0,0,2,43,2,573,18,0,3,0,594,1180,84.0,16,1280.0
NULL,2016,March,778,697,81,1993,394,1599,40.419023136246786,0.4190231362467866,692,3,83,666,65,5,42,82,233,697,71,10,66.15680381334668,16,18,203,264,243,122,451,205,0,133,45,688,460,315,1,2,318,460,1191,26.0,5,1222.0
436,2017,March,5,4,1,31,8,23,56.2,0.2,5,0,0,2,2,1,0,0,2,4,0,1,77.90225806451612,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,9,1.0,0,10.0
250,2017,April,131,113,18,551,158,393,65.93893129770993,0.5877862595419847,130,0,1,106,18,0,7,40,81,113,18,0,113.83689655172412,0,0,0,131,0,5,126,0,0,8,0,10,116,14,0,1,0,131,259,38.0,5,302.0
69,2016,March,5,5,0,35,10,25,34.6,0.6,5,0,0,5,0,0,0,2,3,5,0,0,33.846000000000004,0,5,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,5,7,0.0,0,7.0
327,2016,April,1,1,0,4,1,3,21.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,35.1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
150,2016,May,5,5,0,15,5,10,3.8,0.0,5,0,0,5,0,0,0,0,0,5,0,0,98.32,0,0,0,0,5,0,0,5,0,1,0,0,2,3,0,0,5,0,5,0.0,0,5.0
6,2015,November,51,47,4,158,45,113,23.058823529411764,0.0784313725490196,51,0,0,37,11,3,0,7,14,47,2,2,44.87892405063292,0,51,0,0,0,51,0,0,0,2,0,1,45,0,0,6,13,38,95,3.0,1,99.0
35,2016,September,30,0,30,120,60,60,420.0,0.0,0,30,0,30,0,0,0,0,0,0,30,0,75.0,0,0,30,0,0,30,0,0,0,0,0,0,30,0,0,0,30,0,60,0.0,0,60.0
14,2017,July,278,251,27,892,268,624,112.74460431654676,0.4676258992805755,277,0,1,250,18,0,10,15,186,251,27,0,138.42427130044845,0,0,0,278,0,0,278,0,0,0,0,0,245,33,0,0,278,0,551,99.0,3,653.0
354,2017,May,3,3,0,12,3,9,62.666666666666664,0.0,3,0,0,2,1,0,0,0,0,3,0,0,146.02833333333334,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,6,0.0,0,6.0
30,2017,July,1,1,0,3,0,3,174.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,80.1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
300,2015,July,1,1,0,6,1,5,32.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,153.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
327,2016,June,3,1,2,21,6,15,106.0,0.0,3,0,0,3,0,0,0,0,2,1,2,0,60.0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0.0,0,6.0
2,2017,June,1,0,1,14,4,10,345.0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,8.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
42,2015,September,4,4,0,4,0,4,5.5,0.0,4,0,0,4,0,0,0,0,4,4,0,0,18.0,0,4,0,0,0,3,1,0,0,1,0,1,2,2,0,0,4,0,5,1.0,0,6.0
11,2015,December,21,19,2,91,31,60,44.333333333333336,0.09523809523809523,21,0,0,13,0,0,8,0,3,19,2,0,74.06,21,0,0,0,0,21,0,0,0,0,1,0,21,0,0,0,21,0,43,1.0,0,44.0
173,2016,May,9,7,2,38,9,29,102.77777777777777,0.0,9,0,0,6,3,0,0,0,7,7,2,0,94.97631578947369,0,9,0,0,0,9,0,0,0,0,0,0,7,2,0,0,9,0,18,0.0,0,18.0
22,2016,May,6,5,1,16,5,11,77.5,0.0,6,0,0,6,0,0,0,0,2,5,0,1,98.578125,0,6,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,15,0.0,0,15.0
103,2016,October,3,2,1,11,4,7,12.333333333333334,0.0,3,0,0,3,0,0,0,0,0,2,1,0,97.92272727272729,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0.0,0,3.0
14,2017,March,164,148,16,466,111,355,45.47560975609756,0.43902439024390244,164,0,0,155,3,0,6,14,76,148,15,1,100.33180257510723,0,0,0,164,0,0,164,0,0,2,0,3,158,5,0,1,164,0,298,12.0,3,313.0
89,2015,September,3,3,0,9,4,5,2.0,0.3333333333333333,3,0,0,2,0,0,1,0,0,3,0,0,49.111111111111114,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,4,0.0,0,4.0
159,2016,May,3,3,0,3,0,3,1.0,0.0,3,0,0,3,0,0,0,0,0,3,0,0,137.0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,4,0.0,0,4.0
243,2016,May,60,58,2,516,156,360,96.66666666666667,0.21666666666666667,60,0,0,41,19,0,0,0,17,58,2,0,54.04732558139534,0,60,0,0,0,60,0,0,0,0,0,0,3,0,57,0,0,60,116,2.0,1,119.0
94,2016,January,11,11,0,17,0,17,3.3636363636363638,0.5454545454545454,11,0,0,11,0,0,0,1,2,11,0,0,34.529411764705884,0,6,0,0,5,6,0,5,0,2,0,14,11,0,0,0,6,5,11,0.0,0,11.0
139,2016,January,1,1,0,3,0,3,8.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,38.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
1,2016,June,322,116,206,713,135,578,251.04037267080744,0.052795031055900624,127,195,0,302,20,0,0,1,111,116,206,0,66.08049088359041,0,1,321,0,0,322,0,0,0,0,15,15,200,122,0,0,321,1,626,2.0,0,628.0
37,2017,March,131,127,4,266,134,132,132.7709923664122,0.2748091603053435,131,0,0,131,0,0,0,0,95,127,4,0,86.36842105263158,0,0,131,0,0,131,0,0,0,1,0,1,0,130,0,1,131,0,235,0.0,0,235.0
79,2017,May,4,3,1,10,5,5,186.25,0.0,4,0,0,3,0,0,1,0,0,3,1,0,108.43199999999999,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,8,0.0,0,8.0
85,2017,July,37,28,9,101,30,71,83.83783783783784,0.05405405405405406,37,0,0,28,0,0,9,0,13,28,6,3,85.19603960396039,23,14,0,0,0,37,0,0,0,0,0,0,37,0,0,0,37,0,71,1.0,0,72.0
45,2017,June,3,2,1,3,0,3,0.3333333333333333,0.0,3,0,0,3,0,0,0,0,0,2,1,0,0.0,0,0,0,0,0,0,3,0,0,1,0,1,3,0,0,0,3,0,5,2.0,0,7.0
171,2016,April,22,21,1,122,33,89,50.81818181818182,0.045454545454545456,22,0,0,18,4,0,0,1,7,21,1,0,58.100573770491806,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,22,45,0.0,1,46.0
143,2017,July,13,12,1,100,30,70,166.84615384615384,0.23076923076923078,13,0,0,7,6,0,0,0,6,12,1,0,118.4625,0,13,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,13,26,0.0,0,26.0
69,2016,November,8,8,0,85,24,61,75.125,0.125,8,0,0,5,3,0,0,0,5,8,0,0,30.290588235294116,0,8,0,0,0,8,0,0,0,1,0,1,8,0,0,0,0,8,12,0.0,0,12.0
17,2015,August,155,89,66,458,300,158,106.83225806451613,0.16774193548387098,155,0,0,4,151,0,0,0,8,89,66,0,91.92674672489082,0,155,0,0,0,155,0,0,0,0,0,0,2,153,0,0,155,0,299,3.0,0,302.0
16,2016,August,21,18,3,101,39,62,158.33333333333334,0.09523809523809523,21,0,0,14,7,0,0,0,16,18,3,0,83.76178217821781,0,21,0,0,0,21,0,0,0,1,1,0,15,6,0,0,21,0,44,3.0,0,47.0
86,2017,January,11,8,3,41,8,33,53.27272727272727,0.09090909090909091,11,0,0,11,0,0,0,0,0,8,3,0,83.78048780487805,9,2,0,0,0,11,0,0,0,0,0,0,11,0,0,0,11,0,22,0.0,0,22.0
286,2017,May,20,0,20,60,0,60,153.0,0.0,0,20,0,20,0,0,0,0,0,0,20,0,100.0,0,0,20,0,0,20,0,0,0,0,0,0,20,0,0,0,20,0,40,0.0,0,40.0
81,2015,September,6,5,1,14,8,6,2.6666666666666665,0.5,6,0,0,6,0,0,0,0,0,5,1,0,121.07142857142857,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,6,0,12,0.0,0,12.0
42,2016,March,4,4,0,13,0,13,100.75,0.25,4,0,0,4,0,0,0,0,5,4,0,0,61.03846153846154,0,4,0,0,0,4,0,0,0,0,0,0,2,2,0,0,4,0,8,0.0,0,8.0
89,2016,July,6,6,0,29,9,20,69.33333333333333,0.0,6,0,0,3,0,0,3,0,5,6,0,0,97.1351724137931,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,12,3.0,0,15.0
310,2016,October,3,3,0,6,0,6,15.666666666666666,0.0,3,0,0,3,0,0,0,0,3,3,0,0,132.0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0.0,0,3.0
171,2015,July,8,5,3,44,10,34,113.0,0.25,8,0,0,6,2,0,0,1,5,5,3,0,153.79954545454547,0,8,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,18,1.0,0,19.0
8,2015,December,59,34,25,222,72,150,57.6271186440678,0.1016949152542373,59,0,0,48,1,0,10,2,62,34,25,0,86.9189189189189,50,9,0,0,0,59,0,0,0,1,17,0,55,4,0,0,50,9,117,8.0,2,127.0
128,2016,June,4,3,1,38,11,27,172.5,0.25,4,0,0,4,0,0,0,0,2,3,1,0,62.768421052631574,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,7,0.0,0,7.0
196,2017,February,6,5,1,17,8,9,35.833333333333336,0.0,6,0,0,5,1,0,0,0,1,5,1,0,45.67058823529412,5,1,0,0,0,6,0,0,0,1,0,1,4,2,0,0,0,6,9,0.0,0,9.0
127,2016,May,1,1,0,7,2,5,95.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,100.42,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0.0,0,3.0
348,2016,September,2,2,0,7,3,4,163.5,0.5,2,0,0,2,0,0,0,0,1,2,0,0,54.714285714285715,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,4,0.0,1,5.0
1,2017,June,20,0,20,60,0,60,175.75,0.0,0,20,0,20,0,0,0,0,0,0,20,0,110.0,0,0,20,0,0,20,0,0,0,0,0,0,20,0,0,0,20,0,40,0.0,0,40.0
71,2015,October,2,2,0,14,4,10,51.0,0.5,2,0,0,1,1,0,0,0,0,2,0,0,66.215,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,3,0.0,0,3.0
177,2015,October,9,9,0,45,13,32,61.333333333333336,0.0,9,0,0,7,2,0,0,2,5,9,0,0,56.895111111111106,0,9,0,0,0,9,0,0,0,0,0,0,4,5,0,0,0,9,18,0.0,0,18.0
142,2015,November,1,0,1,14,4,10,120.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,66.32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0.0,0,2.0
8,2016,May,85,71,14,321,97,224,94.43529411764706,0.07058823529411765,85,0,0,75,0,0,10,2,66,71,13,1,97.07112149532712,66,19,0,0,0,85,0,0,0,1,0,1,83,2,0,0,66,19,165,7.0,1,173.0
339,2016,December,4,3,1,23,8,15,149.25,0.5,4,0,0,3,0,1,0,1,1,3,1,0,44.36173913043479,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,7,0.0,0,7.0
315,2017,June,9,3,6,73,21,52,227.11111111111111,0.0,9,0,0,0,8,1,0,0,6,3,6,0,103.79821917808219,0,9,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,18,2.0,0,20.0
410,2017,August,19,16,3,76,32,44,210.10526315789474,0.3684210526315789,19,0,0,19,0,0,0,0,16,16,3,0,119.09,0,19,0,0,0,19,0,0,0,0,0,0,16,3,0,0,0,19,40,1.0,1,42.0
47,2015,November,1,1,0,1,0,1,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,35.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0.0,0,1.0
52,2016,November,5,3,2,23,8,15,69.4,0.0,5,0,0,3,0,0,2,0,0,3,2,0,66.08695652173913,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,10,0.0,0,10.0
42,2016,November,4,3,1,16,4,12,32.5,0.0,4,0,0,4,0,0,0,0,1,3,0,1,74.75,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,8,0.0,0,8.0
155,2017,April,1,1,0,3,2,1,212.0,0.0,1,0,0,1,0,0,0,0,1,1,0,0,138.33,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
250,2015,November,30,27,3,122,22,100,19.466666666666665,0.8,30,0,0,16,14,0,0,8,17,27,3,0,73.55303278688525,0,0,0,30,0,0,30,0,0,0,0,0,29,0,0,1,0,30,59,4.0,0,63.0
NULL,2016,January,464,430,34,914,197,717,3.0625,0.27155172413793105,464,0,0,424,24,3,13,60,119,430,28,6,56.290120350109405,12,1,19,273,130,12,304,148,0,92,26,341,390,74,0,0,183,281,684,12.0,4,700.0
95,2016,February,10,10,0,62,18,44,23.7,0.1,10,0,0,6,2,2,0,1,3,10,0,0,51.43435483870967,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,18,0.0,0,18.0
306,2016,July,1,1,0,1,1,0,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,95.64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
181,2017,April,4,4,0,11,3,8,7.5,2.25,4,0,0,2,2,0,0,1,0,4,0,0,131.36363636363637,0,4,0,0,0,4,0,0,0,1,0,1,2,2,0,0,0,4,9,0.0,0,9.0
476,2017,March,1,1,0,7,2,5,25.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,76.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
420,2017,April,1,1,0,7,2,5,30.0,4.0,1,0,0,0,0,0,1,0,0,1,0,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
21,2016,May,108,33,75,392,147,245,208.71296296296296,0.06481481481481481,38,70,0,108,0,0,0,0,8,33,75,0,77.75530612244899,0,108,0,0,0,108,0,0,0,0,0,0,71,37,0,0,108,0,205,0.0,0,205.0
31,2016,May,25,0,25,100,25,75,322.0,0.0,0,25,0,25,0,0,0,0,0,0,25,0,80.0,0,25,0,0,0,25,0,0,0,0,0,0,25,0,0,0,25,0,50,0.0,0,50.0
162,2016,June,37,0,37,111,37,74,193.0,0.0,0,37,0,37,0,0,0,0,0,0,37,0,119.45945945945945,0,37,0,0,0,37,0,0,0,0,0,0,37,0,0,0,37,0,73,0.0,0,73.0
2,2017,April,20,15,5,71,40,31,178.9,0.5,20,0,0,5,15,0,0,0,14,15,5,0,103.60436619718307,0,0,20,0,0,20,0,0,0,0,0,0,0,20,0,0,20,0,40,0.0,0,40.0
